직군 정보,company_kind,mid_company_kind,big_company_kind
,액상시유낙농제품제조업,식품가공·개발,제조·화학
,기관구내식당업,외식업·식음료,서비스업
,가방보호용케이스제조업,생활용품·소비재·사무,제조·화학
,비철금속제조업,기계·설비·자동차,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,정형외과용신체보정용기기제조업,제약·보건·바이오,의료·제약·복지
,지주회사,기타금융,은행·금융업
,토목시설물건설업,건설·건축·토목·시공,건설업
,여자용겉옷제조업,섬유·의류·패션,제조·화학
,비철금속제련정련합금제조업,기계·설비·자동차,제조·화학
,애니메이션영화비디오물제작업,영화·배급·음악,미디어·디자인
,금속제품도매업,유통·무역·상사,판매∙유통
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,상품종합도매업,유통·무역·상사,판매∙유통
,식료품담배도매업,유통·무역·상사,판매∙유통
,가공식품도매업,유통·무역·상사,판매∙유통
,상품종합도매업,유통·무역·상사,판매∙유통
,식료품담배도매업,유통·무역·상사,판매∙유통
,가공식품도매업,유통·무역·상사,판매∙유통
,가공식품도매업,유통·무역·상사,판매∙유통
,기계장비도매업,유통·무역·상사,판매∙유통
,경비경호서비스업,시설관리·경비·용역,서비스업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,광고대행업,광고·홍보·전시,미디어·디자인
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물건설업,건설·건축·토목·시공,건설업
,컴퓨터주변장치소프트웨어도매업,유통·무역·상사,판매∙유통
,주류도매업,유통·무역·상사,판매∙유통
,방송무선통신장비제조업,네트워크·통신·모바일,IT·웹·통신
,컴퓨터프로그래밍서비스업,솔루션·SI·ERP·CRM,IT·웹·통신
,부동산업,부동산·임대·중개,건설업
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,금속류해체선별업,금속·재료·철강·요업,제조·화학
,일반창고업,운송·운수·물류,판매∙유통
,코크스관련제품제조업,금속·재료·철강·요업,제조·화학
,비철금속제조업,기계·설비·자동차,제조·화학
,식료품제조업,식품가공·개발,제조·화학
,곡물혼합분말반죽제조업,식품가공·개발,제조·화학
,두부유사식품제조업,식품가공·개발,제조·화학
,두부유사식품제조업,식품가공·개발,제조·화학
,가전제품부품도매업,유통·무역·상사,판매∙유통
,주방용전기기기제조업,생활용품·소비재·사무,제조·화학
,시스템소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,통관대리관련서비스업,호텔·여행·항공,서비스업
,증류기열교환기가스발생기제조업,기계·설비·자동차,제조·화학
,여행사업,호텔·여행·항공,서비스업
,여행사업,호텔·여행·항공,서비스업
,여행사업,호텔·여행·항공,서비스업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,육류가공업,식품가공·개발,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,천연혼합조제조미료제조업,식품가공·개발,제조·화학
,지주회사,기타금융,은행·금융업
,배합사료제조업,기타제조업,제조·화학
,시스템소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,종합건설업,건설·건축·토목·시공,건설업
,육류도매업,유통·무역·상사,판매∙유통
,사진기영사기관련장비제조업,기계·설비·자동차,제조·화학
,아파트건설업,건설·건축·토목·시공,건설업
,소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,휴양콘도운영업,호텔·여행·항공,서비스업
,주차장운영업,시설관리·경비·용역,서비스업
,의약용화합물항생물질제조업,제약·보건·바이오,제조·화학
,콜센터텔레마케팅서비스업,기타서비스업,서비스업
,가전제품소매업,판매,판매∙유통
,온라인교육학원,학원·어학원,교육업
,가정용전기기기제조업,생활용품·소비재·사무,제조·화학
,광고대행업,광고·홍보·전시,미디어·디자인
,플라스틱물질합성고무도매업,유통·무역·상사,판매∙유통
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
,금융시장관리업,은행·금융·저축,은행·금융업
,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
,신문발행업,출판·인쇄·사진,미디어·디자인
,프로그램공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,임시일용인력공급업,시설관리·경비·용역,서비스업
,귀금속관련제품제조업,금속·재료·철강·요업,제조·화학
,컴퓨터프로그래밍서비스업,솔루션·SI·ERP·CRM,IT·웹·통신
,유선방송업,방송사·케이블,미디어·디자인
,시계귀금속제품도매업,유통·무역·상사,판매∙유통
,의약용화합물항생물질제조업,제약·보건·바이오,제조·화학
,전기통신업,네트워크·통신·모바일,IT·웹·통신
,응용소프트웨어개발공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,액상시유낙농제품제조업,식품가공·개발,제조·화학
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,비알코올음료제조업,식품가공·개발,제조·화학
,인삼식품제조업,식품가공·개발,제조·화학
,신문발행업,출판·인쇄·사진,미디어·디자인
,지주회사,기타금융,은행·금융업
,건물토목엔지니어링서비스업,건설·건축·토목·시공,건설업
,배합사료제조업,기타제조업,제조·화학
,산업용난방보일러금속탱크유사용기제조업,기계·설비·자동차,제조·화학
,콜센터텔레마케팅서비스업,기타서비스업,서비스업
,플라스틱접착처리제품제조업,석유·화학·에너지,제조·화학
,상호저축은행저축기관,은행·금융·저축,은행·금융업
,수상화물취급업,운송·운수·물류,판매∙유통
,계면활성제제조업,석유·화학·에너지,제조·화학
,비주거용부동산관리업,부동산·임대·중개,건설업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,자동차신품판매업,판매,판매∙유통
,종합스포츠시설운영업,레저·스포츠·여가,서비스업
,도로건설업,건설·건축·토목·시공,건설업
,골프장운영업,레저·스포츠·여가,서비스업
,지주회사,기타금융,은행·금융업
,의약품도매업,유통·무역·상사,판매∙유통
,액체연료관련제품도매업,유통·무역·상사,판매∙유통
,부동산임대업,부동산·임대·중개,건설업
,생활용가구도매업,유통·무역·상사,판매∙유통
,여자용겉옷제조업,섬유·의류·패션,제조·화학
,도로건설업,건설·건축·토목·시공,건설업
,외항화물운송업,운송·운수·물류,판매∙유통
,제재목재가공업,가구·목재·제지,제조·화학
,인쇄물출판업,출판·인쇄·사진,미디어·디자인
,일반용도료관련제품제조업,석유·화학·에너지,제조·화학
,기초무기화학물질제조업,석유·화학·에너지,제조·화학
,제재목재가공업,가구·목재·제지,제조·화학
,도로건설업,건설·건축·토목·시공,건설업
,종이원지판지종이상자도매업,유통·무역·상사,판매∙유통
,수상운송지원서비스업,운송·운수·물류,판매∙유통
,운송장비용주유소운영업,AS·카센터·주유,서비스업
,일반화물자동차운송업,운송·운수·물류,판매∙유통
,골프장운영업,레저·스포츠·여가,서비스업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,증기온수공기조절공급업,환경·설비,건설업
,육류가공업,식품가공·개발,제조·화학
,도로화물운송업,운송·운수·물류,판매∙유통
,여행사업,호텔·여행·항공,서비스업
,도로건설업,건설·건축·토목·시공,건설업
,지주회사,기타금융,은행·금융업
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,지주회사,기타금융,은행·금융업
,플라스틱필름시트제조업,석유·화학·에너지,제조·화학
,해상운송업,운송·운수·물류,판매∙유통
,골판지제조업,가구·목재·제지,제조·화학
,광고대행업,광고·홍보·전시,미디어·디자인
,정보기술컴퓨터운영관련서비스업,IT컨설팅,IT·웹·통신
,화약불꽃제품제조업,기타제조업,제조·화학
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,백화점,판매,판매∙유통
,백화점,판매,판매∙유통
,도로건설업,건설·건축·토목·시공,건설업
,부동산개발공급업,건설·건축·토목·시공,건설업
,비알콜음료점업,외식업·식음료,서비스업
,경비경호서비스업,시설관리·경비·용역,서비스업
,스포츠클럽운영업,레저·스포츠·여가,서비스업
,상호저축은행저축기관,은행·금융·저축,은행·금융업
,전자감지장치제조업,전기·전자·제어,제조·화학
,임시일용인력공급업,시설관리·경비·용역,서비스업
,문구용품회화용품사무용품도매업,유통·무역·상사,판매∙유통
,가공공작기계제조업,기계·설비·자동차,제조·화학
,영림업,농업·어업·광업·임업,제조·화학
